Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Ninjask,67.4,291,bug,flying,144.2,89.1,120,1541269,28,1496,Fury Cutter,Aerial Ace,Bug Buzz,10,15,5,75000
Porygon2,67.4,233,normal,none,123.7,115.7,127,1816950,21,1500,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Torterra,67.4,389,grass,ground,120.5,117.6,131,1857185,19,1496,Razor Leaf,Frenzy Plant,Stone Edge,12,14,3,10000
Wailord,67.4,321,water,none,119.6,66.8,235,1876670,25,1500,Water Gun,Surf,Scald,15,17,1,10000
Charmeleon,67.2,5,fire,none,127.1,109.1,127,1760642,39,1496,Fire Fang,Fire Punch,Return,7,12,3,10000
Entei,67.2,244,fire,none,128.8,96.2,141,1746495,16,1500,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Nidorino (Shadow),67.2,33,poison,none,124.2,103.7,140,1803300,46.5,1500,Poison Sting,Sludge Bomb,Dig,6,6,3,50000
Rotom,67.2,479,electric,ghost,133.6,123,102,1676130,28,1500,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Tauros,67.2,128,normal,none,125.1,118.9,120,1785591,21.5,1495,Tackle,Trailblaze,Horn Attack,15,12,3,50000
Decidueye (Hisuian),67.1,724,grass,fighting,129.6,106.9,124,1718957,20,1494,Magical Leaf,Aerial Ace,Aura Sphere,4,6,3,10000
Gholdengo,67.1,1000,steel,ghost,135.7,106.2,114,1643435,15.5,1494,Astonish,Shadow Ball,Focus Blast,6,8,5,10000
Jolteon,67.1,135,electric,none,138.6,113,103,1612419,19,1495,Thunder Shock,Discharge,Last Resort,5,7,5,75000
Escavalier (Shadow),66.9,589,bug,steel,133.9,116.8,107,1673454,19.5,1499,Counter,Drill Run,Megahorn,8,10,3,50000
Kleavor,66.9,900,bug,rock,144.2,105.1,102,1545034,17.5,1498,Quick Attack,X-Scissor,Stone Edge,5,7,5,75000
Kyogre (Shadow),66.9,382,water,none,135.5,116.8,105,1661817,13.5,1500,Waterfall,Surf,Origin Pulse,6,8,20,100000
Houndoom,66.8,229,dark,fire,140.8,94.9,119,1589764,21,1498,Fire Fang,Crunch,Flamethrower,8,10,3,50000
Sharpedo,66.8,319,water,dark,166.6,64.8,124,1338010,25.5,1493,Waterfall,Crunch,Poison Fang,6,5,3,50000
Slowbro (Shadow),66.8,80,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Ice Beam,15,19,3,50000
Tyrantrum,66.8,697,rock,dragon,130.2,113.4,116,1713446,17.5,1495,Dragon Tail,Meteor Beam,Crunch,7,5,5,75000
Vivillon,66.8,666,bug,flying,133,84.5,150,1685529,30.5,1500,Gust,Aerial Ace,Bug Buzz,4,5,1,10000
Wyrdeer,66.8,899,normal,psychic,127,96.8,143,1757652,20.5,1495,Confusion,Stomp,Wild Charge,4,4,5,75000
Yanma,66.8,193,bug,flying,131.6,87.4,148,1702917,48.5,1498,Quick Attack,Aerial Ace,Silver Wind,5,6,3,50000
Camerupt (Shadow),66.6,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Delcatty,66.6,301,normal,none,112.7,115.2,153,1986701,46.5,1496,Charm,Wild Charge,Disarming Voice,8,8,3,50000
Delphox,66.6,655,fire,psychic,132.6,115.6,109,1671331,18,1491,Fire Spin,Blast Burn,Mystical Fire,5,5,3,10000
Glalie (Shadow),66.6,362,ice,none,115.2,120.1,140,1937229,27,1498,Ice Shard,Avalanche,Shadow Ball,5,6,3,50000
Sawk (Shadow),66.6,539,fighting,none,141,99.8,113,1589415,20,1500,Poison Jab,Body Slam,Brick Break,5,6,5,75000
Seismitoad,66.6,537,water,ground,120.3,101.5,152,1856073,22,1498,Mud Shot,Earth Power,Sludge Bomb,7,7,3,50000
Sliggoo,66.6,705,dragon,none,115.2,132.6,127,1940188,27,1499,Water Gun,Muddy Water,Dragon Pulse,12,20,5,75000
Slowking,66.6,199,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Psychic,15,19,3,50000
Slowking (Shadow),66.6,199,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Psychic,15,19,3,50000
Aerodactyl,66.5,142,rock,flying,135,103.9,118,1656037,20,1500,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Geodude (Shadow),66.5,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Slide,Dig,9,10,1,10000
Swellow,66.5,277,normal,flying,136.7,98.6,121,1630044,29,1496,Wing Attack,Brave Bird,Aerial Ace,8,6,1,10000
Thwackey,66.5,811,grass,none,124.7,108.5,133,1798445,31,1500,Razor Leaf,Grass Knot,Energy Ball,13,14,3,10000
Heracross,66.3,214,bug,fighting,134.7,107.9,114,1655921,17.5,1497,Counter,Megahorn,Rock Blast,10,7,3,50000
Raboot,66.3,814,fire,none,130,102.1,130,1726633,30.5,1498,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Slowbro,66.3,80,water,psychic,113.4,120.9,143,1961133,22,1493,Water Gun,Surf,Ice Beam,15,19,3,50000
Wailord (Shadow),66.3,321,water,none,119.6,66.8,235,1876670,25,1500,Water Gun,Surf,Scald,15,17,1,10000
Bisharp,66.2,625,dark,steel,139.2,111.5,103,1598638,19.5,1497,Snarl,Dark Pulse,X-Scissor,4,4,5,75000
Brionne,66.2,729,water,none,124.8,115.4,123,1770908,29.5,1488,Charm,Disarming Voice,Water Pulse,8,10,3,10000
Graveler,66.2,75,rock,ground,122.9,127.3,117,1831093,30,1500,Mud Slap,Stone Edge,Dig,6,5,1,10000
Hitmonlee,66.2,106,fighting,none,142.5,121.4,91,1573887,21.5,1497,Double Kick,Close Combat,Blaze Kick,4,4,5,75000
Simisage,66.2,512,grass,none,136.6,94.5,126,1627774,23.5,1496,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Swanna (Shadow),66.2,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Water Gun,Fly,Ice Beam,15,19,3,50000
Chandelure,66,609,ghost,fire,151.4,106.9,91,1472749,16.5,1498,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Mamoswine,66,473,ice,ground,136.2,87.4,137,1630185,16.5,1491,Powder Snow,Avalanche,High Horsepower,6,8,3,50000
Sandshrew (Shadow),66,27,ground,none,118.5,113.4,127,1706968,50,1426,Sand Attack,Dig,Rock Slide,13,12,3,50000
Magnemite (Shadow),65.9,81,electric,steel,148.7,113.4,89,1501640,50,1495,Volt Switch,Magnet Bomb,Discharge,3,3,3,50000
Wormadam (Sandy),65.9,413,bug,ground,109.9,146.8,126,2032523,33.5,1497,Bug Bite,Bug Buzz,Bulldoze,20,15,1,10000
Growlithe (Shadow),65.7,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,6,10,3,50000
Gurdurr,65.7,533,fighting,none,124.8,99.8,143,1781718,25.5,1491,Poison Jab,Brick Break,Stone Edge,6,8,5,75000
Mismagius,65.7,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Psywave,Shadow Ball,Dark Pulse,14,13,3,50000
Nuzleaf,65.7,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,8,3,50000
Sneasel (Shadow),65.7,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Ice Punch,5,4,3,50000
Ambipom (Shadow),65.6,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Low Sweep,4,4,3,50000
Boldore (Shadow),65.6,525,rock,none,126.5,108.2,130,1779034,28,1500,Mud Slap,Stone Edge,Rock Slide,6,5,3,50000
Stunky (Shadow),65.6,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Dustox,65.4,269,bug,poison,95,148.7,142,2005436,50,1384,Confusion,Sludge Bomb,Silver Wind,5,4,1,10000
Exploud (Shadow),65.4,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Falinks,65.4,870,fighting,none,128.2,119.8,113,1735815,23.5,1494,Counter,Superpower,Megahorn,7,10,5,75000
Gurdurr (Shadow),65.4,533,fighting,none,124.8,99.8,143,1781718,25.5,1491,Poison Jab,Brick Break,Stone Edge,6,8,5,75000
Lampent (Shadow),65.4,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Palpitoad,65.4,536,water,ground,116.6,101.6,162,1919059,48.5,1497,Mud Shot,Earth Power,Water Pulse,7,7,3,50000
Scraggy,65.4,559,dark,fighting,120.4,122.1,126,1851509,48,1494,Feint Attack,Foul Play,Brick Break,8,7,3,50000
Mankey,65.3,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Return,4,8,3,50000
Stufful,65.3,759,normal,fighting,125.2,90.8,157,1783933,50,1495,Tackle,Superpower,Stomp,14,14,1,10000
Ursaluna (Shadow),65.3,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Swift,High Horsepower,12,20,3,50000
Arcanine (Hisuian),65.1,59,fire,rock,132.4,100,127,1682540,17.5,1498,Fire Fang,Wild Charge,Rock Slide,8,8,3,50000
Gigalith (Shadow),65.1,526,rock,none,127.2,118.4,116,1747772,17,1492,Mud Slap,Meteor Beam,Superpower,6,4,3,50000
Latias,65.1,380,dragon,psychic,124.5,137.9,105,1802286,16,1499,Dragon Breath,Mist Ball,Thunder,20,20,20,100000
Ludicolo,65.1,272,water,grass,117.1,123.7,132,1912593,24,1497,Bubble,Scald,Leaf Storm,5,5,3,50000
Pidgeotto,65.1,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Aerial Ace,Return,6,10,1,10000
Zygarde (10% Forme),65.1,718,dragon,ground,138.1,119.1,98,1612643,22.5,1494,Dragon Tail,Crunch,Earthquake,5,8,20,100000
Chimecho,65,358,psychic,none,120.2,120.2,129,1864669,25,1500,Astonish,Psyshock,Shadow Ball,5,6,5,75000
Masquerain,65,284,bug,flying,130.3,107.8,122,1712792,24.5,1499,Air Slash,Bubble Beam,Lunge,5,5,1,10000
Slowpoke (Shadow),65,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Geodude (Alolan),64.8,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Mr. Rime,64.8,866,ice,psychic,129,114.1,118,1737399,20,1499,Confusion,Icy Wind,Psychic,4,5,5,75000
Onix (Shadow),64.8,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Breaking Swipe,Stone Edge,7,11,5,75000
Quilava (Shadow),64.8,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Dig,9,9,3,10000
Tirtouga,64.8,564,water,rock,113.9,132,130,1955087,47,1494,Water Gun,Surf,Ancient Power,15,15,5,75000
Corphish (Shadow),64.7,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Scald,Razor Shell,5,4,3,50000
Mesprit,64.7,481,psychic,none,124.1,125.8,116,1811528,18,1500,Confusion,Swift,Future Sight,3,6,20,100000
Sandygast,64.7,769,ghost,ground,113.4,111.8,135,1711543,50,1394,Astonish,Scorching Sands,Shadow Ball,5,6,3,50000
Teddiursa,64.7,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Swift,Cross Chop,12,12,3,50000
Cinccino,64.5,573,normal,none,135.5,95.9,127,1650504,24.5,1499,Charm,Aqua Tail,Thunderbolt,6,10,3,50000
Cinderace,64.5,815,fire,none,139,102.3,113,1606935,18.5,1499,Fire Spin,Flamethrower,Flame Charge,6,5,3,10000
Manectric (Shadow),64.5,310,electric,none,142.5,91.3,120,1561030,23.5,1494,Snarl,Wild Charge,Psychic Fangs,4,3,3,50000
Oddish,64.5,43,grass,poison,122.7,106.7,120,1571110,50,1389,Razor Leaf,Seed Bomb,Sludge Bomb,12,13,3,50000
Ponyta,64.5,77,fire,none,134.8,109.4,113,1666179,36.5,1500,Ember,Flame Charge,Stomp,9,7,3,50000
Seel,64.5,86,water,none,84,114.3,149,1430849,50,1098,Water Gun,Aqua Tail,Icy Wind,12,15,3,50000
Flareon,64.4,136,fire,none,141.7,110,100,1557872,18,1488,Fire Spin,Superpower,Flamethrower,4,6,5,75000
Larvesta,64.4,636,bug,fire,131.7,99.2,130,1697421,44.5,1499,Ember,Flame Charge,Bug Buzz,9,10,5,75000
Porygon,64.4,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Quick Attack,Discharge,Hyper Beam,6,10,3,50000
Staraptor (Shadow),64.4,398,normal,flying,140.4,90.8,124,1581461,19.5,1492,Quick Attack,Fly,Close Combat,6,6,1,10000
Darmanitan (Galarian),64.2,555,ice,none,151.3,71.4,137,1480445,18,1497,Ice Fang,Avalanche,Superpower,8,7,3,50000
Slowpoke,64.2,79,water,psychic,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Water Pulse,4,5,3,50000
Sudowoodo,64.2,185,rock,none,117.2,130.1,125,1905357,26,1496,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Tyranitar,64.2,248,rock,dark,130.2,109.4,121,1723417,14.5,1498,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Weavile,64.2,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Celebi,64.1,251,psychic,grass,120.5,119.4,129,1855163,16.5,1498,Magical Leaf,Seed Bomb,Leaf Storm,5,6,20,100000
Diancie,64.1,719,rock,fairy,119.2,175.2,89,1857962,19.5,1488,Rock Throw,Power Gem,Rock Slide,10,9,20,100000
Gothitelle (Shadow),64.1,576,psychic,none,116.6,137.3,120,1920338,23.5,1498,Confusion,Rock Slide,Future Sight,4,6,3,50000
Swadloon,64.1,541,bug,grass,106.7,147.9,133,2099118,50,1500,Bug Bite,Energy Ball,Silver Wind,19,15,1,10000
Tranquill (Shadow),64.1,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Aerial Ace,Sky Attack,5,7,1,10000
Aron (Shadow),64,304,steel,rock,114.3,131.1,127,1902550,50,1478,Metal Claw,Body Slam,Iron Head,5,8,1,10000
Lilligant,64,549,grass,none,135,105.3,115,1635127,21.5,1491,Charm,Petal Blizzard,Hyper Beam,11,14,1,10000
Lycanroc (Midnight),64,745,rock,none,134.3,101,123,1668138,20.5,1498,Counter,Stone Edge,Psychic Fangs,10,6,5,50000
Mewtwo (Shadow),64,150,psychic,none,148.4,94.4,108,1512714,13,1500,Psycho Cut,Psystrike,Thunderbolt,5,7,20,100000
Nuzleaf (Shadow),64,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,8,3,50000
Onix,64,95,rock,ground,84,207.6,105,1831281,50,1245,Rock Throw,Breaking Swipe,Stone Edge,7,11,5,75000
Smoochum,64,238,ice,psychic,141.2,89.1,120,1508916,50,1460,Powder Snow,Ice Punch,Psyshock,5,6,5,10000
Teddiursa (Shadow),64,216,normal,none,130.2,90.8,142,1678466,50,1482,Lick,Swift,Cross Chop,12,12,3,50000
Comfey,63.8,764,fairy,none,116.9,155.4,105,1907768,26.5,1494,Vine Whip,Grass Knot,Draining Kiss,7,7,3,50000
Simisear,63.8,514,fire,none,136.6,94.5,126,1627774,23.5,1496,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Aggron,63.7,306,steel,rock,116.1,154,107,1912293,18.5,1492,Smack Down,Meteor Beam,Thunder,8,8,1,10000
Boldore,63.7,525,rock,none,123.3,110.7,131,1787765,27.5,1484,Mud Slap,Rock Slide,Bulldoze,5,5,3,50000
Sawk,63.7,539,fighting,none,141,99.8,113,1589415,20,1500,Poison Jab,Body Slam,Brick Break,5,6,5,75000
Skrelp,63.7,690,poison,water,104.2,104.2,127,1378846,50,1202,Water Gun,Aqua Tail,Sludge Bomb,12,17,3,50000
Venomoth,63.7,49,bug,poison,128.2,104.4,131,1752985,27.5,1499,Infestation,Poison Fang,Bug Buzz,4,5,3,50000
Wobbuffet (Shadow),63.7,202,psychic,none,63,101.7,333,2133829,50,1160,Counter,Mirror Coat,Frustration,10,12,3,50000
Floette,63.5,670,fairy,none,114.3,133.7,128,1955261,44,1499,Vine Whip,Dazzling Gleam,Psychic,9,7,3,50000
Gigalith,63.5,526,rock,none,127.2,118.4,116,1747772,17,1492,Mud Slap,Superpower,Meteor Beam,4,6,3,50000
Chespin,63.4,650,grass,none,105,101.7,136,1452456,50,1239,Vine Whip,Body Slam,Seed Bomb,5,6,3,10000
Crabrawler,63.4,739,fighting,none,135.7,99.1,122,1641269,48.5,1495,Bubble,Crabhammer,Power-Up Punch,5,4,3,50000
Quaquaval,63.4,914,water,fighting,137.9,97.1,121,1620197,18.5,1496,Wing Attack,Close Combat,Aerial Ace,7,6,3,10000
Sneasel,63.4,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Ice Punch,5,4,3,50000
Weavile (Shadow),63.4,461,dark,ice,143.1,103.4,106,1568420,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Corphish,63.2,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Scald,Razor Shell,5,4,3,50000
Oricorio (Sensu),63.2,741,ghost,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Skorupi (Shadow),63.2,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Tranquill,63.2,520,normal,flying,124,101.4,143,1797495,49.5,1494,Air Slash,Aerial Ace,Return,5,8,1,10000
Cursola,63.1,864,ghost,none,146.2,111.1,94,1526840,18,1499,Astonish,Night Shade,Power Gem,5,5,3,50000
Quilava,63.1,156,fire,none,127.1,109.1,127,1760642,39,1496,Ember,Flame Charge,Dig,9,9,3,10000
Skorupi,63.1,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Camerupt,62.9,323,fire,ground,134.9,101.2,122,1665522,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Combusken (Shadow),62.9,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Flame Charge,Rock Slide,9,8,3,10000
Growlithe,62.9,58,fire,none,126.9,90.8,135,1554545,50,1405,Ember,Body Slam,Flamethrower,6,10,3,50000
Rotom (Heat),62.9,479,electric,fire,129.2,143.2,93,1720709,21,1491,Thunder Shock,Overheat,Thunderbolt,7,7,5,75000
Wartortle,62.9,8,water,none,107.9,137.8,139,2067932,48,1496,Water Gun,Ice Beam,Hydro Pump,19,25,3,10000
Ambipom,62.8,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Return,4,7,3,50000
Bonsly,62.8,438,rock,none,116.8,124.4,127,1844799,50,1472,Rock Throw,Rock Slide,Earthquake,9,13,5,10000
Geodude (Alolan) (Shadow),62.8,74,rock,electric,123.5,123.5,113,1724177,50,1462,Volt Switch,Rock Slide,Thunderbolt,3,4,1,10000
Omanyte (Shadow),62.8,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Blast,Ancient Power,5,6,5,75000
Pignite,62.8,499,fire,fighting,128.4,84.2,161,1740293,29.5,1495,Ember,Flame Charge,Rock Tomb,9,10,3,10000
Stonjourner,62.8,874,rock,none,125.6,108,131,1775982,17,1493,Rock Throw,Stone Edge,Rock Slide,11,9,5,75000
Torracat,62.8,726,fire,none,136.6,89.5,134,1638022,34.5,1497,Ember,Crunch,Flame Charge,8,9,3,10000
Clamperl,62.6,366,water,none,124.4,126,105,1645929,50,1436,Water Gun,Body Slam,Water Pulse,12,19,3,50000
Combusken,62.6,256,fire,fighting,131,99.6,131,1710523,39,1497,Ember,Flame Charge,Rock Slide,9,8,3,10000
Lugia,62.6,249,psychic,flying,102.4,165,129,2181164,15,1496,Dragon Tail,Sky Attack,Aeroblast,7,9,20,100000
Rampardos (Shadow),62.6,409,rock,none,164.6,66.3,125,1363142,16,1498,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Tangela,62.6,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Hitmonlee (Shadow),62.5,106,fighting,none,142.5,121.4,91,1573887,21.5,1497,Double Kick,Close Combat,Blaze Kick,4,4,5,75000
Infernape (Shadow),62.5,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Slowpoke (Galarian),62.5,79,psychic,none,104.2,95,186,1840271,50,1386,Confusion,Psyshock,Surf,4,4,3,50000
Stunky,62.5,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Archen (Shadow),62.3,566,rock,flying,160.1,76,115,1399059,31,1497,Quick Attack,Ancient Power,Dragon Claw,6,5,5,75000
Archeops (Shadow),62.3,567,rock,flying,160.6,81.4,106,1385816,16.5,1494,Wing Attack,Ancient Power,Dragon Claw,7,5,5,75000
Shaymin (Land),62.3,492,grass,none,117.9,122.3,131,1888054,17,1492,Magical Leaf,Grass Knot,Seed Flare,5,8,20,100000
Sudowoodo (Shadow),62.3,185,rock,none,117.2,130.1,125,1905357,26,1496,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Whirlipede,62.3,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Karrablast (Shadow),62.2,588,bug,none,127.7,85.7,127,1390325,50,1336,Fury Cutter,X-Scissor,Drill Run,10,12,3,50000
Lampent,62.2,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Braixen,62,654,fire,none,130.4,106.7,123,1710666,31.5,1497,Ember,Flame Charge,Psyshock,9,8,3,10000
Karrablast,62,588,bug,none,127.7,85.7,127,1390325,50,1336,Fury Cutter,X-Scissor,Drill Run,10,12,3,50000
Phanpy (Shadow),62,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Trailblaze,Body Slam,15,12,3,50000
Infernape,61.9,392,fire,fighting,136.7,100.4,118,1619407,20.5,1491,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Pawmo,61.9,922,electric,fighting,136.1,81.5,142,1575592,50,1468,Spark,Wild Charge,Thunder Punch,7,6,3,75000
Wartortle (Shadow),61.9,8,water,none,107.9,137.8,139,2067932,48,1496,Water Gun,Ice Beam,Hydro Pump,19,25,3,10000
Weepinbell,61.9,70,grass,poison,137.8,84.3,139,1614019,39.5,1493,Bullet Seed,Power Whip,Sludge Bomb,4,4,3,50000
Mamoswine (Shadow),61.7,473,ice,ground,136.2,87.4,137,1630185,16.5,1491,Powder Snow,Avalanche,High Horsepower,6,8,3,50000
Raticate,61.7,20,normal,none,125.9,115.3,122,1771626,34.5,1494,Quick Attack,Hyper Fang,Dig,7,7,1,10000
Dwebble (Shadow),61.4,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,X-Scissor,Rock Blast,5,5,1,10000
Geodude,61.3,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Slide,Dig,9,10,1,10000
Minun,61.3,312,electric,none,116.8,126.8,129,1909761,37,1493,Quick Attack,Thunderbolt,Grass Knot,7,7,3,50000
Stantler,61.3,234,normal,none,132.8,98.1,129,1680704,26,1496,Tackle,Wild Charge,Stomp,15,14,3,50000
Swanna,61.3,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Air Slash,Fly,Ice Beam,5,7,3,50000
Archen,61.1,566,rock,flying,160.1,76,115,1399059,31,1497,Quick Attack,Ancient Power,Dragon Claw,6,5,5,75000
Archeops,61.1,567,rock,flying,160.6,81.4,106,1385816,16.5,1494,Wing Attack,Ancient Power,Dragon Claw,7,5,5,75000
Komala,61.1,775,normal,none,137.1,110.2,108,1631813,21,1498,Rollout,Payback,Bulldoze,5,4,3,50000
Monferno (Shadow),61.1,391,fire,fighting,129.6,95.4,139,1719672,41,1498,Ember,Flamethrower,Low Sweep,10,7,3,10000
Phanpy,61.1,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Trailblaze,Body Slam,15,12,3,50000
Rotom (Mow),61.1,479,electric,grass,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Ominous Wind,7,5,5,75000
Espurr,60.8,677,psychic,none,113.4,108.4,145,1783036,50,1424,Confusion,Psyshock,Energy Ball,4,5,3,50000
Oricorio (Pom-Pom),60.8,741,electric,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Sunflora,60.8,192,grass,none,128.7,102.2,131,1723173,26,1492,Bullet Seed,Sludge Bomb,Leaf Storm,4,5,3,50000
Tirtouga (Shadow),60.8,564,water,rock,113.9,132,130,1955087,47,1494,Water Gun,Surf,Ancient Power,15,15,5,75000
Eevee,60.7,133,normal,none,100,108.4,135,1463320,50,1210,Quick Attack,Swift,Dig,5,7,5,75000
Glaceon,60.7,471,ice,none,137.2,124.1,96,1634258,18,1499,Ice Shard,Avalanche,Icy Wind,5,5,5,75000
Eelektrik,60.5,603,electric,none,123.2,110.9,133,1818238,36.5,1498,Spark,Crunch,Discharge,7,7,1,10000
Gothitelle,60.5,576,psychic,none,116.6,137.3,120,1920338,23.5,1498,Confusion,Rock Slide,Future Sight,4,6,3,50000
Oricorio (Baile),60.5,741,fire,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Whirlipede (Shadow),60.4,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Yanmega,60.4,469,bug,flying,137.3,98.3,121,1632541,18.5,1498,Wing Attack,Aerial Ace,Ancient Power,6,7,3,50000
Gothorita (Shadow),60.2,575,psychic,none,112.5,130.8,135,1986960,41.5,1498,Confusion,Future Sight,Psychic,6,5,3,50000
Polteageist,60.2,855,ghost,none,144.5,114.5,94,1555283,18,1499,Astonish,Shadow Ball,Dark Pulse,6,5,3,50000
Popplio,60.2,728,water,none,113.4,99.2,127,1428526,50,1276,Water Gun,Aqua Tail,Water Pulse,12,19,3,10000
Tangela (Shadow),60.1,114,grass,none,125,121.7,117,1778920,24.5,1491,Vine Whip,Grass Knot,Sludge Bomb,7,7,3,50000
Toucannon,60.1,733,normal,flying,137.3,96.8,122,1620926,20.5,1492,Bullet Seed,Drill Peck,Rock Blast,4,4,1,10000
Aron,60,304,steel,rock,114.3,131.1,127,1902550,50,1478,Metal Claw,Body Slam,Iron Head,5,8,1,10000
Dwebble,60,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,X-Scissor,Rock Blast,5,5,1,10000
Lugia (Shadow),60,249,psychic,flying,102.4,165,129,2181164,15,1496,Dragon Tail,Aeroblast,Sky Attack,9,7,20,100000
Lycanroc (Dusk),60,745,rock,none,145.2,92.5,115,1544749,20.5,1500,Sucker Punch,Stone Edge,Trailblaze,8,7,5,50000
Carracosta (Shadow),59.8,565,water,rock,121.8,127.9,118,1839109,21,1497,Water Gun,Liquidation,Ancient Power,15,15,5,75000
Hattrem,59.8,857,psychic,none,123.2,115.3,127,1804506,39,1496,Confusion,Psyshock,Dazzling Gleam,4,6,5,50000
Growlithe (Hisuian),59.5,58,fire,rock,131.9,89.9,142,1684382,50,1495,Ember,Rock Slide,Crunch,8,8,3,50000
