Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Sneasel (Hisuian),72.4,215,fighting,poison,134,111.8,111,1661900,27,1497,Poison Jab,Close Combat,X-Scissor,7,6,3,50000
Sneasel (Hisuian) (Shadow),72.4,215,fighting,poison,134,111.8,111,1661900,27,1497,Poison Jab,Close Combat,X-Scissor,7,6,3,50000
Tyranitar (Shadow),72.4,248,rock,dark,129.7,111.4,120,1734171,14.5,1500,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Crawdaunt,72.3,342,water,dark,144.7,98.4,109,1551934,22,1498,Snarl,Night Slash,Scald,3,4,3,50000
Duraludon,72.3,884,steel,dragon,137.7,112.2,105,1622747,18,1497,Dragon Tail,Dragon Claw,Flash Cannon,5,6,5,75000
Electabuzz (Shadow),72.3,125,electric,none,132.2,112.6,114,1696362,24,1500,Thunder Shock,Thunder Punch,Thunderbolt,5,7,5,75000
Espurr,72.3,677,psychic,none,113.4,108.4,145,1783036,50,1424,Confusion,Psyshock,Energy Ball,3,4,3,50000
Hitmonchan (Shadow),72.3,107,fighting,none,128.9,137.4,98,1736383,24,1497,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Articuno (Galarian),72.2,144,psychic,flying,134.1,111,112,1666929,15.5,1495,Psycho Cut,Fly,Brave Bird,5,7,20,100000
Bayleef,72.2,153,grass,none,105.6,141.6,142,2122414,49.5,1499,Magical Leaf,Ancient Power,Energy Ball,5,6,3,10000
Huntail,72.2,367,water,none,130.8,125.6,104,1709128,23.5,1497,Water Gun,Aqua Tail,Crunch,12,15,3,50000
Tangrowth (Shadow),72.2,465,grass,none,120.7,112.8,136,1851661,18,1495,Vine Whip,Power Whip,Rock Slide,7,6,3,50000
Vanillish,72.2,583,ice,none,123.7,120.5,122,1818275,40.5,1500,Astonish,Icy Wind,Signal Beam,5,6,3,50000
Darumaka,72.1,554,fire,none,131.9,82.3,157,1705667,50,1500,Fire Fang,Fire Punch,Flame Charge,7,9,3,50000
Darumaka (Galarian),72.1,554,ice,none,131.9,82.3,157,1705667,50,1500,Ice Fang,Ice Punch,Ice Beam,7,10,3,50000
Hitmonchan,72.1,107,fighting,none,128.9,137.4,98,1736383,24,1497,Counter,Ice Punch,Thunder Punch,7,7,5,75000
Sneasel (Shadow),72.1,215,dark,ice,134,111.8,111,1661900,27,1497,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Nidoking (Shadow),72,34,poison,ground,129.5,105.3,127,1731199,21.5,1500,Fury Cutter,Sand Tomb,Earth Power,10,14,3,50000
Wobbuffet,72,202,psychic,none,63,101.7,333,2133829,50,1160,Counter,Return,Mirror Coat,12,10,3,50000
Spritzee,71.9,682,fairy,none,105,107.6,168,1898008,50,1415,Charm,Thunderbolt,Draining Kiss,7,7,3,50000
Beartic,71.8,614,ice,none,135.5,94.1,130,1656683,18,1500,Powder Snow,Ice Punch,Liquidation,5,6,3,50000
Dolliv,71.8,929,grass,normal,118.5,122.7,130,1889662,50,1497,Magical Leaf,Earth Power,Trailblaze,6,5,3,50000
Oddish (Shadow),71.8,43,grass,poison,122.7,106.7,120,1571110,50,1389,Acid,Seed Bomb,Sludge Bomb,5,7,3,50000
Sneasel,71.8,215,dark,ice,134,111.8,111,1661900,27,1497,Ice Shard,Avalanche,Foul Play,5,4,3,50000
Gurdurr,71.7,533,fighting,none,125.3,100.1,143,1794633,26,1499,Poison Jab,Brick Break,Stone Edge,6,8,5,75000
Houndour (Shadow),71.7,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,5,7,3,50000
Pawmo,71.7,922,electric,fighting,136.1,81.5,142,1575592,50,1468,Thunder Shock,Wild Charge,Thunder Punch,5,5,3,75000
Weezing (Shadow),71.7,110,poison,none,117.7,139.5,116,1904809,24.5,1499,Rollout,Sludge Bomb,Shadow Ball,4,5,3,50000
Exploud,71.6,295,normal,none,119.8,99.5,157,1870373,24,1500,Astonish,Crunch,Disarming Voice,5,5,1,10000
Floatzel,71.6,419,water,none,143.8,81.7,133,1563742,22.5,1500,Water Gun,Aqua Jet,Swift,14,12,3,50000
Hitmonlee,71.5,106,fighting,none,141.8,118.9,94,1585670,21.5,1500,Double Kick,Close Combat,Blaze Kick,4,4,5,75000
Nidoking,71.5,34,poison,ground,129.5,105.3,127,1731199,21.5,1500,Fury Cutter,Sand Tomb,Earth Power,10,14,3,50000
Regice (Shadow),71.5,378,ice,none,105.8,178.5,111,2094814,17,1493,Lock On,Blizzard,Thunder,15,12,20,100000
Alomomola,71.4,594,water,none,97.4,99.5,238,2305528,26,1499,Waterfall,Hydro Pump,Blizzard,10,10,5,75000
Bayleef (Shadow),71.4,153,grass,none,105.6,141.6,142,2122414,49.5,1499,Magical Leaf,Ancient Power,Energy Ball,5,6,3,10000
Hitmonlee (Shadow),71.4,106,fighting,none,141.8,118.9,94,1585670,21.5,1500,Double Kick,Close Combat,Blaze Kick,4,4,5,75000
Ho-Oh,71.4,250,fire,flying,123,128.5,114,1800807,14,1491,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Slowbro (Shadow),71.4,80,water,psychic,113.4,120.9,144,1974848,22,1500,Confusion,Drain Punch,Ice Beam,3,4,3,50000
Cubone (Shadow),71.3,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Dig,4,5,3,50000
Electabuzz,71.3,125,electric,none,130.9,113.2,115,1704150,24,1498,Thunder Shock,Thunder Punch,Return,5,8,5,75000
Sandshrew,71.3,27,ground,none,118.5,113.4,127,1706968,50,1426,Sand Attack,Rock Tomb,Rock Slide,13,12,3,50000
Shellos,71.3,422,water,none,99.2,100.8,166,1659740,50,1284,Mud Slap,Body Slam,Mud Bomb,4,4,3,50000
Urshifu (Rapid Strike),71.3,892,fighting,water,136.6,97.8,121,1616195,15,1489,Counter,Aqua Jet,Dynamic Punch,7,8,20,100000
Houndoom (Shadow),71.2,229,dark,fire,139.6,97.3,118,1603024,21,1500,Fire Fang,Foul Play,Flamethrower,7,10,3,50000
Heatmor,71.1,631,fire,none,134.7,92.6,134,1671446,23.5,1500,Fire Spin,Thunder Punch,Flamethrower,4,6,3,50000
Ninjask,71.1,291,bug,flying,144.8,88.4,121,1549131,28.5,1499,Fury Cutter,Aerial Ace,Shadow Ball,12,14,5,75000
Stoutland,71.1,508,normal,none,123.9,116.2,125,1799428,19.5,1496,Sand Attack,Wild Charge,Crunch,12,12,1,10000
Delcatty,71,301,normal,none,111.9,116.8,153,2000374,46.5,1496,Charm,Wild Charge,Disarming Voice,6,6,3,50000
Torracat,71,726,fire,none,135.6,89.9,135,1644555,35,1496,Ember,Flame Charge,Crunch,6,5,3,10000
Ivysaur (Shadow),70.9,2,grass,poison,119.8,121.4,129,1876677,37,1500,Vine Whip,Power Whip,Sludge Bomb,7,7,3,10000
Quilava,70.9,156,fire,none,126.6,109.5,128,1774326,38.5,1500,Ember,Flame Charge,Dig,6,6,3,10000
Brionne,70.8,729,water,none,125.9,117.1,121,1782789,30,1500,Charm,Aqua Jet,Disarming Voice,5,6,3,10000
Cherrim (Sunshine),70.8,421,grass,none,121.9,116.3,130,1842766,27.5,1500,Bullet Seed,Weather Ball (Fire),Solar Beam,3,7,1,10000
Honchkrow (Shadow),70.8,430,dark,flying,150,68.9,145,1499623,20.5,1500,Peck,Brave Bird,Dark Pulse,7,7,3,50000
Regieleki,70.8,894,electric,none,149.8,82.6,119,1472474,19.5,1489,Volt Switch,Thunder Cage,Hyper Beam,3,5,20,100000
Exploud (Shadow),70.7,295,normal,none,119.8,99.5,157,1870373,24,1500,Astonish,Crunch,Disarming Voice,5,5,1,10000
Zygarde (10% Forme),70.7,718,dragon,ground,138.1,119.1,98,1612643,22.5,1494,Dragon Tail,Crunch,Earthquake,4,6,20,100000
Oddish,70.6,43,grass,poison,122.7,106.7,120,1571110,50,1389,Acid,Seed Bomb,Sludge Bomb,5,7,3,50000
Buzzwole,70.5,794,bug,fighting,128.2,111.7,122,1747334,16,1499,Counter,Superpower,Lunge,7,8,20,100000
Gardevoir (Shadow),70.5,282,psychic,fairy,136.6,115.6,104,1642368,18,1499,Charm,Triple Axel,Shadow Ball,6,7,5,75000
Quilava (Shadow),70.5,156,fire,none,126.6,109.5,128,1774326,38.5,1500,Ember,Flame Charge,Dig,6,6,3,10000
Tyranitar,70.5,248,rock,dark,129.7,111.4,120,1734171,14.5,1500,Smack Down,Brutal Swing,Stone Edge,5,7,5,75000
Seviper,70.4,336,poison,none,137.5,90.1,131,1623124,26.5,1496,Poison Jab,Poison Fang,Wrap,6,7,3,50000
Slowking,70.4,199,water,psychic,113.4,120.9,144,1974848,22,1500,Confusion,Surf,Blizzard,4,6,3,50000
Vibrava,70.3,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,10,15,5,75000
Arbok,70.2,24,poison,none,123.7,120.1,122,1813613,29,1499,Acid,Dark Pulse,Sludge Wave,7,9,3,50000
Vibrava (Shadow),70.2,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Dragon Breath,Sand Tomb,Bug Buzz,10,15,5,75000
Gloom,70.1,44,grass,poison,121.4,116,131,1844296,37,1498,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Haxorus,70.1,612,dragon,none,151.5,95.2,103,1485200,15.5,1500,Dragon Tail,Breaking Swipe,Surf,5,4,5,75000
Darmanitan (Standard),70,555,fire,none,149.8,72.1,138,1489923,17.5,1496,Incinerate,Rock Slide,Overheat,3,3,3,50000
Hatterene,70,858,psychic,fairy,142.2,115,96,1569863,19.5,1499,Charm,Psyshock,Power Whip,5,7,5,50000
Herdier,70,507,normal,none,118.9,111.7,142,1885363,41.5,1497,Sand Attack,Dig,Thunderbolt,13,14,1,10000
Landorus (Incarnate),70,645,ground,flying,140.2,100.9,113,1598546,15,1499,Mud Shot,Rock Slide,Earth Power,6,7,20,100000
Cloyster (Shadow),69.9,91,water,ice,119,169.8,93,1879927,22,1498,Ice Shard,Icy Wind,Liquidation,5,5,3,50000
Houndoom,69.9,229,dark,fire,139.6,97.3,118,1603024,21,1500,Fire Fang,Foul Play,Flamethrower,7,10,3,50000
Rotom,69.9,479,electric,ghost,132.4,120.5,106,1691086,27.5,1499,Astonish,Thunderbolt,Ominous Wind,6,5,5,75000
Zapdos (Galarian),69.9,145,fighting,flying,135.7,107.3,113,1645148,15.5,1498,Counter,Fly,Brave Bird,8,10,20,100000
Boldore (Shadow),69.8,525,rock,none,125.4,109.3,131,1795223,27.5,1500,Mud Slap,Rock Slide,Bulldoze,5,5,3,50000
Gigalith,69.8,526,rock,none,127.2,118.4,117,1762839,17,1499,Mud Slap,Superpower,Meteor Beam,4,6,3,50000
Smoochum,69.7,238,ice,psychic,141.2,89.1,120,1508916,50,1460,Powder Snow,Psyshock,Ice Punch,5,5,5,10000
Darmanitan (Standard) (Shadow),69.6,555,fire,none,149.8,72.1,138,1489923,17.5,1496,Incinerate,Rock Slide,Overheat,3,3,3,50000
Garchomp (Shadow),69.6,445,dragon,ground,132.5,101.5,126,1693583,14,1500,Dragon Tail,Breaking Swipe,Earth Power,5,5,5,75000
Granbull,69.6,210,fairy,none,135.3,88.3,139,1661969,22,1500,Charm,Close Combat,Crunch,6,6,3,50000
Sandshrew (Shadow),69.6,27,ground,none,118.5,113.4,127,1706968,50,1426,Sand Attack,Rock Tomb,Rock Slide,13,12,3,50000
Cubone,69.5,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Return,4,7,3,50000
Houndour,69.5,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,5,7,3,50000
Tauros,69.5,128,normal,none,125.1,119.5,120,1794891,21.5,1499,Tackle,Trailblaze,Horn Attack,15,12,3,50000
Weavile,69.5,461,dark,ice,141.9,105.1,106,1581752,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Grovyle (Shadow),69.4,253,grass,none,136.3,103.2,117,1646572,36.5,1498,Bullet Seed,Leaf Blade,Aerial Ace,3,4,3,10000
Heracross,69.4,214,bug,fighting,134.7,108.4,114,1664501,17.5,1500,Counter,Upper Hand,Megahorn,7,10,3,50000
Revavroom,69.4,966,steel,poison,135.7,102.5,119,1654542,19,1500,Metal Sound,Overheat,Gyro Ball,7,7,3,50000
Seismitoad,69.4,537,water,ground,120.3,100.9,154,1868887,22,1500,Mud Shot,Earth Power,Sludge Bomb,7,7,3,50000
Skrelp,69.4,690,poison,water,104.2,104.2,127,1378846,50,1202,Acid,Aqua Tail,Sludge Bomb,5,7,3,50000
Crobat,69.3,169,poison,flying,121.2,118.1,129,1847304,21,1500,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Dustox,69.3,269,bug,poison,95,148.7,142,2005436,50,1384,Confusion,Sludge Bomb,Silver Wind,4,4,1,10000
Floragato,69.2,907,grass,none,124.5,110.6,131,1803025,37,1500,Leafage,Grass Knot,Play Rough,7,8,3,10000
Klinklang,69.2,601,steel,none,124.3,139.6,104,1803808,21,1497,Metal Sound,Mirror Shot,Zap Cannon,5,10,5,75000
Poipole,69.2,803,poison,none,119.7,113.6,137,1862719,36,1495,Peck,Sludge Bomb,Fell Stinger,7,5,20,100000
Teddiursa (Shadow),69.2,216,normal,none,131.5,90.5,142,1690038,49.5,1493,Lick,Swift,Cross Chop,12,12,3,50000
Sawk (Shadow),69.1,539,fighting,none,140.4,97.4,117,1599454,20,1499,Poison Jab,Body Slam,Brick Break,5,6,5,75000
Volcanion,69.1,721,fire,water,135.6,117.4,103,1639861,15,1494,Incinerate,Sludge Bomb,Overheat,3,3,20,100000
Falinks,69,870,fighting,none,127.6,119.2,115,1748115,23.5,1495,Counter,Superpower,Megahorn,7,10,5,75000
Ludicolo,69,272,water,grass,116.5,123.7,134,1930725,24,1500,Bubble,Scald,Leaf Storm,5,5,3,50000
Absol (Shadow),68.9,359,dark,none,156.6,84,109,1433529,22,1498,Snarl,Brutal Swing,Megahorn,3,5,5,75000
Aerodactyl (Shadow),68.9,142,rock,flying,134.4,103.4,120,1667018,20,1497,Rock Throw,Rock Slide,Earth Power,9,11,5,75000
Mr. Mime,68.9,122,psychic,fairy,131.6,144.3,90,1708557,25,1500,Psywave,Shadow Ball,Psychic,14,14,5,75000
Boldore,68.8,525,rock,none,124.4,109.6,132,1799347,28,1497,Mud Slap,Rock Slide,Bulldoze,5,5,3,50000
Flareon,68.8,136,fire,none,142.3,110,100,1564103,18,1498,Ember,Superpower,Flamethrower,5,7,5,75000
Porygon,68.8,137,normal,none,120,115.4,135,1870465,35.5,1500,Quick Attack,Discharge,Hyper Beam,5,10,3,50000
Swanna (Shadow),68.8,581,water,flying,128.6,101.1,134,1741978,26.5,1497,Water Gun,Fly,Ice Beam,15,19,3,50000
Raboot,68.7,814,fire,none,128.9,103.7,130,1737824,31.5,1498,Fire Spin,Flame Charge,Flamethrower,5,6,3,10000
Ceruledge,68.6,937,fire,ghost,136.4,114,106,1647731,17.5,1500,Incinerate,Shadow Ball,Flame Charge,3,3,5,50000
Exeggutor (Alolan),68.6,103,grass,dragon,134.4,94.8,131,1669766,18.5,1498,Dragon Tail,Seed Bomb,Draco Meteor,4,6,3,50000
Nidorino,68.6,33,poison,none,123.3,104.3,141,1813973,47.5,1498,Poison Sting,Sludge Bomb,Ice Beam,6,7,3,50000
Espeon,68.5,196,psychic,none,148.1,105.6,97,1517189,17.5,1500,Confusion,Psychic Fangs,Shadow Ball,3,4,5,75000
Gothitelle,68.5,576,psychic,none,115.3,140.9,119,1934140,23,1498,Confusion,Rock Slide,Future Sight,4,5,3,50000
Omanyte,68.5,138,rock,water,128,135.3,101,1749618,43,1500,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Sandygast,68.4,769,ghost,ground,113.4,111.8,135,1711543,50,1394,Astonish,Shadow Ball,Scorching Sands,6,5,3,50000
Gigalith (Shadow),68.3,526,rock,none,127.2,118.4,117,1762839,17,1499,Mud Slap,Meteor Beam,Rock Slide,6,5,3,50000
Metagross,68.3,376,steel,psychic,132.8,122.1,104,1685821,14.5,1498,Shadow Claw,Meteor Mash,Earthquake,7,9,5,75000
Cinccino,68.2,573,normal,none,134.9,96.2,128,1661081,25,1498,Charm,Aqua Tail,Thunderbolt,5,7,3,50000
Grotle (Shadow),68.2,388,grass,none,117.8,114.9,141,1908142,30,1500,Razor Leaf,Body Slam,Energy Ball,9,14,3,10000
Kubfu,68.2,891,fighting,none,136.6,95.6,125,1631599,34.5,1493,Counter,Close Combat,Brick Break,8,7,20,100000
Mankey (Shadow),68.2,56,fighting,none,137,81.5,113,1261556,50,1317,Karate Chop,Cross Chop,Brick Break,4,5,3,50000
Kabutops,68.1,141,rock,water,135.5,119.8,102,1654897,20.5,1498,Fury Cutter,Stone Edge,Water Pulse,14,13,5,75000
Breloom,68,286,grass,fighting,150,96.7,103,1494123,21,1500,Force Palm,Dynamic Punch,Grass Knot,5,5,3,50000
Omanyte (Shadow),68,138,rock,water,128,135.3,101,1749618,43,1500,Mud Shot,Rock Tomb,Rock Blast,7,5,5,75000
Slowking (Shadow),68,199,water,psychic,113.4,120.9,144,1974848,22,1500,Confusion,Surf,Blizzard,4,6,3,50000
Elekid,67.9,239,electric,none,126,97.5,120,1474345,50,1364,Thunder Shock,Thunder Punch,Brick Break,5,5,5,10000
Frosmoth,67.9,873,ice,bug,141.5,101,111,1586766,20.5,1500,Powder Snow,Icy Wind,Bug Buzz,6,8,5,75000
Goldeen,67.9,118,water,none,116,105,120,1461636,50,1302,Peck,Aqua Tail,Horn Attack,5,5,3,50000
Mesprit,67.9,481,psychic,none,123.6,128.1,114,1804097,18,1496,Confusion,Swift,Future Sight,3,5,20,100000
Vileplume,67.9,45,grass,poison,128.8,112.7,120,1742867,21.5,1499,Acid,Sludge Bomb,Petal Blizzard,7,9,3,50000
Exeggutor (Alolan) (Shadow),67.8,103,grass,dragon,134.4,94.8,131,1669766,18.5,1498,Dragon Tail,Seed Bomb,Draco Meteor,4,6,3,50000
Gurdurr (Shadow),67.8,533,fighting,none,125.3,100.1,143,1794633,26,1499,Poison Jab,Brick Break,Stone Edge,6,8,5,75000
Absol,67.7,359,dark,none,156.6,84,109,1433529,22,1498,Snarl,Brutal Swing,Megahorn,3,5,5,75000
Luxray,67.7,405,electric,none,138,99,119,1625573,19,1500,Spark,Wild Charge,Psychic Fangs,7,5,5,75000
Tirtouga,67.6,564,water,rock,114.4,132.5,130,1969593,46.5,1500,Water Gun,Surf,Ancient Power,15,15,5,75000
Comfey,67.5,764,fairy,none,116.2,157.5,105,1921722,26.5,1500,Vine Whip,Grass Knot,Draining Kiss,7,7,3,50000
Cursola,67.5,864,ghost,none,145.7,111.1,95,1537102,18,1497,Astonish,Night Shade,Power Gem,5,5,3,50000
Drakloak,67.5,886,dragon,ghost,130.4,93.1,142,1724150,37.5,1499,Dragon Tail,Shadow Ball,Outrage,5,5,5,75000
Purugly,67.5,432,normal,none,125.5,105.5,134,1775269,28.5,1493,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Tirtouga (Shadow),67.5,564,water,rock,114.4,132.5,130,1969593,46.5,1500,Water Gun,Surf,Ancient Power,15,15,5,75000
Yanmega,67.5,469,bug,flying,136.8,96.1,125,1643327,19,1500,Bug Bite,Aerial Ace,Ancient Power,15,15,3,50000
Zoroark,67.5,571,dark,none,157.3,88,103,1425304,21.5,1500,Shadow Claw,Foul Play,Sludge Bomb,5,7,5,75000
Gloom (Shadow),67.3,44,grass,poison,121.4,116,131,1844296,37,1498,Acid,Sludge Bomb,Moonblast,7,8,3,50000
Luxray (Shadow),67.3,405,electric,none,138,99,119,1625573,19,1500,Spark,Wild Charge,Psychic Fangs,7,5,5,75000
Oricorio (Pom-Pom),67.3,741,electric,flying,130.9,102.1,128,1710403,24,1497,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Teddiursa,67.3,216,normal,none,131.5,90.5,142,1690038,49.5,1493,Lick,Swift,Cross Chop,12,12,3,50000
Ambipom (Shadow),67.2,424,normal,none,133.9,100.6,124,1669988,23,1500,Astonish,Aerial Ace,Low Sweep,5,4,3,50000
Carnivine,67.2,455,grass,none,130.2,101.9,130,1724039,25.5,1499,Vine Whip,Power Whip,Crunch,7,6,5,75000
Dwebble (Shadow),67.2,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,Rock Tomb,X-Scissor,7,5,1,10000
Infernape,67.2,392,fire,fighting,136.7,100.4,119,1633131,20.5,1495,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Mismagius,67.2,429,ghost,none,131.6,123.7,104,1692580,21,1493,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Mr. Mime (Galarian),67.2,122,ice,psychic,130.5,127,104,1724015,27,1500,Confusion,Ice Punch,Triple Axel,3,4,5,75000
Stakataka,67.2,805,rock,steel,119.5,169.1,93,1879565,17,1499,Rock Throw,Stone Edge,Bulldoze,11,9,20,100000
Stunky (Shadow),67.2,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Trailblaze,23,23,3,50000
Bonsly,67.1,438,rock,none,116.8,124.4,127,1844799,50,1472,Rock Throw,Rock Tomb,Rock Slide,10,9,5,10000
Diancie,67.1,719,rock,fairy,119.2,175.2,89,1857962,19.5,1488,Rock Throw,Rock Slide,Moonblast,9,12,20,100000
Dwebble,67.1,557,bug,rock,111.8,120.2,127,1705533,50,1384,Smack Down,Rock Tomb,X-Scissor,7,5,1,10000
Gardevoir,67.1,282,psychic,fairy,136.6,115.6,104,1642368,18,1499,Charm,Triple Axel,Shadow Ball,6,7,5,75000
Nuzleaf (Shadow),67.1,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Ursaluna,67.1,901,ground,normal,125.6,98.7,144,1785614,14.5,1500,Tackle,Swift,High Horsepower,12,20,3,50000
Arbok (Shadow),67,24,poison,none,123.7,120.1,122,1813613,29,1499,Acid,Dark Pulse,Sludge Wave,7,9,3,50000
Sawk,67,539,fighting,none,140.4,97.4,117,1599454,20,1499,Poison Jab,Body Slam,Brick Break,5,6,5,75000
Weavile (Shadow),67,461,dark,ice,141.9,105.1,106,1581752,18.5,1500,Snarl,Avalanche,Foul Play,4,4,3,50000
Arcanine (Hisuian),66.9,59,fire,rock,132.4,99.5,129,1699489,17.5,1500,Fire Fang,Wild Charge,Rock Slide,8,8,3,50000
Ho-Oh (Shadow),66.9,250,fire,flying,123.5,126.5,113,1764371,14,1482,Incinerate,Brave Bird,Earthquake,3,4,20,100000
Nuzleaf,66.9,274,grass,dark,125.2,78.1,157,1536164,50,1387,Feint Attack,Leaf Blade,Foul Play,6,7,3,50000
Camerupt,66.7,323,fire,ground,133.6,100.5,125,1678150,25.5,1499,Incinerate,Earth Power,Overheat,3,3,3,50000
Darmanitan (Galarian),66.7,555,ice,none,149.8,72.1,138,1489923,17.5,1496,Ice Fang,Avalanche,Ice Punch,8,7,3,50000
Jolteon,66.7,135,electric,none,137.4,114.7,103,1623594,19,1498,Thunder Shock,Discharge,Last Resort,5,7,5,75000
Minun,66.7,312,electric,none,116.3,127.1,130,1921857,36.5,1496,Quick Attack,Thunderbolt,Grass Knot,7,7,3,50000
Moltres (Shadow),66.7,146,fire,flying,139.9,102,112,1598740,15.5,1499,Fire Spin,Sky Attack,Overheat,5,6,20,100000
Nidorino (Shadow),66.7,33,poison,none,123.3,104.3,141,1813973,47.5,1498,Poison Sting,Sludge Bomb,Ice Beam,6,7,3,50000
Sudowoodo,66.7,185,rock,none,117.2,130.1,126,1920600,26,1500,Counter,Meteor Beam,Trailblaze,10,8,5,75000
Clamperl,66.6,366,water,none,124.4,126,105,1645929,50,1436,Water Gun,Body Slam,Water Pulse,12,17,3,50000
Mismagius (Shadow),66.6,429,ghost,none,131.6,123.7,104,1692580,21,1493,Hex,Shadow Ball,Dark Pulse,5,4,3,50000
Kartana,66.5,798,grass,steel,169.2,99.3,79,1327757,15,1500,Razor Leaf,Leaf Blade,Night Slash,9,9,20,100000
Lycanroc (Dusk),66.5,745,rock,none,144.6,92,117,1556153,20,1500,Sucker Punch,Stone Edge,Trailblaze,8,7,5,50000
Porygon2,66.5,233,normal,none,122.2,117.9,127,1829984,20.5,1498,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Prinplup (Shadow),66.5,394,water,none,118.6,117.1,136,1888948,36.5,1498,Bubble,Icy Wind,Hydro Pump,5,7,3,10000
Pidgeotto (Shadow),66.4,17,normal,flying,110.9,100.8,147,1644149,50,1350,Wing Attack,Air Cutter,Aerial Ace,5,7,1,10000
Rampardos (Shadow),66.4,409,rock,none,162.2,67.3,126,1375562,16.5,1496,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Arboliva,66.3,930,grass,normal,129.3,116.6,115,1734048,18.5,1500,Magical Leaf,Earth Power,Trailblaze,6,5,3,50000
Crobat (Shadow),66.3,169,poison,flying,121.2,118.1,129,1847304,21,1500,Air Slash,Poison Fang,Shadow Ball,5,7,1,10000
Oricorio (Baile),66.3,741,fire,flying,130.9,102.1,128,1710403,24,1497,Air Slash,Air Cutter,Aerial Ace,4,5,3,75000
Simisear,66.3,514,fire,none,136,95.8,126,1642252,23.5,1496,Fire Spin,Crunch,Flamethrower,5,6,3,50000
Tsareena,66.3,763,grass,none,130.4,120.7,109,1715364,18.5,1496,Magical Leaf,Triple Axel,High Jump Kick,5,6,3,10000
Ursaluna (Shadow),66.2,901,ground,normal,125.6,98.7,144,1785614,14.5,1500,Tackle,Swift,High Horsepower,12,20,3,50000
Infernape (Shadow),66.1,392,fire,fighting,136.7,100.4,119,1633131,20.5,1495,Fire Spin,Close Combat,Blast Burn,5,5,3,10000
Purugly (Shadow),66.1,432,normal,none,125.5,105.5,134,1775269,28.5,1493,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Swanna,66.1,581,water,flying,128.6,101.1,134,1741978,26.5,1497,Air Slash,Fly,Ice Beam,5,7,3,50000
Entei (Shadow),66,244,fire,none,128.9,95.2,139,1705046,15.5,1484,Fire Fang,Flame Charge,Scorching Sands,9,9,20,100000
Exeggutor (Shadow),66,103,grass,psychic,136.2,92.5,131,1650175,18.5,1499,Confusion,Seed Bomb,Psychic,3,4,3,50000
Stufful,66,759,normal,fighting,124.8,92.2,156,1794685,49.5,1499,Tackle,Superpower,Stomp,14,14,1,10000
Moltres,65.9,146,fire,flying,136.8,103.7,115,1630791,16,1499,Fire Spin,Sky Attack,Overheat,5,6,20,100000
Persian (Alolan),65.9,53,dark,none,122.4,112.6,133,1833307,34,1498,Feint Attack,Foul Play,Play Rough,7,10,3,50000
Simisage,65.9,512,grass,none,136,95.8,126,1642252,23.5,1496,Vine Whip,Grass Knot,Crunch,7,6,3,50000
Geodude (Shadow),65.8,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Tomb,Rock Slide,10,9,1,10000
Toedscool,65.8,948,ground,grass,94.1,137.8,113,1465578,50,1176,Mud Slap,Seed Bomb,Earth Power,4,6,3,50000
Chandelure (Shadow),65.7,609,ghost,fire,151.5,105.2,93,1481922,17,1498,Incinerate,Flame Charge,Shadow Ball,3,3,5,75000
Exeggutor,65.6,103,grass,psychic,136.2,92.5,131,1650175,18.5,1499,Confusion,Seed Bomb,Psychic,3,4,3,50000
Lycanroc (Midday),65.6,745,rock,none,142.7,93.1,118,1568817,20.5,1499,Sucker Punch,Stone Edge,Drill Run,8,7,5,50000
